,ratings,reviews
289,5,  Ideal for beginners.Just adjust the ISO and shutter speed and u r all set. If u don't know about ISO just set to Auto mode and click. Cons:No dedicated video button
290,2,  Dont buy this blindly.  Ut doesn't have 3.5 mm Jack. For video recording you have to buy external audio recorder.
291,4,  Best entry level basic DSLR Camera with less deal price on Amazon & good results. Thanks Amazon .Only Demerit of DSLR seems to be lagging of Date Time Stamp option on photos .
292,5,"  Its jus awsone,just go for it.picture quality is so good in day nd night.worth for money.Easily handel ,loved it."
293,4,  Very nice product. Value for money. Good for beginners. Satisfied with the product.
294,5,  I just loved it 😍......!!!. It's a great camera for a beginner. At this price range. I attached some samples images. All images are taken using 18-55mm kit lens.
295,1,  Memory card and Camera bag is missing. Beware of this.
296,5,  Auto focus is very good and also picture qualitg is good.
297,1,  The product is good but the battery charger is not getting charged. So returned the product. But it takes lot more effort to return the product as amazon support dnt respond fast.
298,4,  Good product for beginners. Creative auto focus is best mode to click photos if you don't have much knowledge of photography.
299,1,  For tech illiterates like me please write in bold that this camera cannot record sound and neither can an external mike be used in this model. Please don't buy this camera if you intend to record videos.
300,3,  Camera is okay. However the kit lens is very poor.
301,5,"  Amazing camera for beginners. Auto focus takes time when using display, but is faster when using eye piece. Video quality is good too"
302,5,"  1) Pictures quality is osm for general use like social media photography,family functions2)Very Easy to use3)Nice Built Built quality4)worth for money5) Only one this is disappointing is that carry is not in good quality"
303,2,"  External flash is not working in this model, i tried simpex, digitek....etc"
304,4,  Good DSLR to use but buy both lense together because using small lense u can capture shot distance only then camera is got to use but u need to lean the trick to capture good pictureGood DSLR to buy
305,5,  Great product
306,4,  Nice for beginners....but only photography...not for video.... video have not autofocus....
307,5,"  Good product, easy to use for beginners"
308,4,"  All Good so far for beginners it's good camera..In accessories u will get camera itself and lens,  a carry bag,16gb sd memory card,  one canon strap, charger , power cable and instructions docs sharing some shots taken by canon 1500d here"
309,4,  It is only closeup shorts cant use ordinary external  flash. Only use ttl flash it too costly.
310,5,  Got a good deal from Amazon on its prime day and the product was delivered on the next day. It was safely delivered and the product is capturing the moments with great clarity and auto focus.. good DSLR for the starters....
311,5,"  Good quality and the technology, u can share ur pics taken instantly to ur device using the wifi option. Nothing bad about the product to say only need to learn a lot to use it."
312,3,  Wi-fI  function not able to connect Computer or Mac book directly.
313,5,"  Best camera for beginners,the picture quality is good and handy. Very smooth function & lens zooming are very smooth to handle.Highly Suggestion for beginners 😎"
314,4,  I got this camera in unsealed packing...it seems someone tried to open it...I didn't expect this type of packing of an expensive thing
315,4,  Really good entry level Dslr for beginners its a great photography but if u r looking for video camera  its not for u.
316,1,  Very poor quality...and no return available....customer care refuse to return but at the time of purchase return facility available
317,5,"  Delivery speed was just AWESOME!!!No need to mention quality of Canon DSLR'S. They are always great.Thank You, AMAZON."
318,4,  I got it for 19.5k during prime day sales.value for money.Recommended for beginners.
319,5,  Everything is good.
320,2,  I hate the battery of this camera. The battery backup is very poor. When you go for a trip you need to carry extra battery for this camera. Very disappointing
321,5,  The price at which I got on basis of it I can give it 5 star though. Rest all I must is of what a beginner needs to start with less spending which this delivers by 200%
322,5,"  A good demo required if a beginner is buying this. It’s a bit heavier than the basic camera model of this brand. Quality of delivery, packaging and product was very good."
323,4,  Nice
324,5,"  Camera received good condition, But bag not included this is the disappointment"
325,5,"  Loved this product.Although it is a bit on the cheaper side , but still manages to capture some wonderful shots. Here are some samples with my 55-250 mmr lens."
326,5,"  I purchase this in 23990rs, but it is awosme, packging was good, assesserios was good , you noting to buy further accessories,"
327,5,  Good for beginners. It is noisy while autofocus. Live view mode is very sluggish to focus.
328,5,  Awesome camera Canon 1500d. Picture quality awesome. thanx Amazon for providing best quality material.
329,5,  Nice
330,4,  Osm For beginners cameraBattery backup niceAll lens goodAmazon delivery need to improve fast service
331,4,"  Perfect product for beginners....picture quality is good..receive 2 different types of lenses, 16gb card and a battery..but they didi not provide me the carry case..."
332,5,"  If you are a professional, can click good quality images ... better to have exposure, armature and lens speed knowledge ... product is good to start with ... canon low budget DSLR.. this is a best decision..."
333,5,  Camera is good product but don't it in Amazon guys pls they really 100% fraudulent industry! They are not provided ac cable and memory card with the pack of camera and they are not accept the return!
334,4,  Superb product. Images are distinct and vivid.
335,4,  Not give bag and memory card but best beginners
336,1,  Camera Package Delivered on Today Morning but Camera bag is Missing. Very Disappoint. Camera is Good. But what about my camera bag.
337,4,"  Best camera at this price, SD card is missing."
338,5,  Good cam for beginners in dslr
339,4,  Please arrange to replace the SD card. The supplied SD card is not working. Hence this request.
340,5,  Camera has good features. But main thing that I liked or which made me to buy this camera is price. I got it at price 29k with two lenses...☺️
341,5,"  Really nice camera ,wish the pricing was a little less I got it for 34999 . Camera bag is not good at all ,I'm unhappy about the bag. You can go for Amazon basics camera bag available for 1899 ."
342,4,  Myself being beginners I just have lot more to go deep down but till than I'm able to feel satisfied with all I have done.
343,5,  Picture quality and the ease to use made delighted with my family on all my drive and rides in the last 1 month.
344,5,"  Amazing product and it's very easy and useful for beginners. Great picture quality, super battery backup. No more doubts for buying this for beginners"
345,5,  Love this product. And got it at a very low price. Thanks a lot to Amazon.
346,4,  Nice product but prize range high
347,4,  Good product useful for beginners
348,4,  Nice camera but video shooting is not up to mark..You will get opened box (Not sealed Packed) Because of some warranty issue..(I really don't like that)otherwise ok
349,5,  Excellent product for beginners photography..
350,4,"  However, it is incomplete without Canon EF-S 55-250mm f/4-5.6 is II Telephoto Zoom Lens."
351,5,  Like
352,5,  I got this product at great price. Worth of money and good for initial photography.
353,5,"  When I bought this Cam I have no idea how this SLR works, but the autofocus feature really makes it easy for me when I start shooting.One of the best SLR for begineers"
354,3,  I think you want by Canon DSLR Combo because the lense of the DSLR is very expensive but in Combo it will be affordable because this is an a basic lense which have lots of things are missing so I hope my review is help you to buy a right things
355,5,  Good for Beginners.you can learn all basics through this. Awesome Camera.
356,4,  Autofocus is excellent for 85 mm lens subjects. Battery is also excellent. Picture Quality is good.
357,5,  Suoerbbbbb
358,5,  It's good for beginners and worth the price and I like its features comfort ad handling. Lenses are good..
359,5,"  This camera is a gem at this price range. Highly recommended camera. Picture quality, battery life is good so far. I did not need another battery for now. Canon is recommended highly."
360,5,  Auto focus is so accurate.Good start for beginners.Picture quality is fine not as much as expected.
361,5,  Best cam for biggners and easy to use. Loved clicking pics on it and easy to transfer to phone. Good for personal and family pictures
362,5,  Ok for beginners only
363,5,"  Amazing DSLR. Got it for only Rs.20990 at ""THE GREAT INDIAN FESTIVAL"". Also got the delivery before the delivery date. Thnx Amazon for providing such a wonderful product and delivering it before time."
364,5,  Superb pic quality..easy to access everyone one...best DSLR ..and useful for whoever wants plan trips ...thanks Amazon... Whoever wants rent this cam for reasonable price... please contact 9705111107
365,4,  Delivered in perfect condition
366,1,  Failed to deliver background blur photos
367,5,"  Very good DSLR.. premium look,good picture quality, great battery life,good carry case,But there are some cons is about auto focusing for video or even photography.2nd about 18-55 lens No zoom only ideal for basic use.."
368,5,"  Good one, I like it"
369,4,  This is my first dslr ...was very excited and I am happy with quality of photos I have clicked till now..good for beginners as price is nt too high..
370,5,  Thank you amazon for selling this product so cheap.its an amazing camera.i got it for 29k and further 2k discount on sbi card and 1k on amazon pay.
371,5,  Very nice camera in this budget. All function working properly. Overall good performance.
372,5,  Loved it.
373,5,  Good
374,5,"  Lens makes little noise during AF, you can ignore it. And I think it's the best camera if you're a beginner. I bought it for 20k during GIF sale and got a earphone free from Focal Sense."
375,5,  Camera's quality is extremely good. Picture quality is very good. Auto focus is sufficiently good. Video is also fine. Everything one would need as a beginner. This should be your final choice.
376,5,  Nice camera and can be purchase without any doubt.... wifi option more than expect..... And buy with 55-250mm lenses if u have budget....
377,5,"  You need a new lens for sure, good camera for beginners. If you are looking for a budget one, this is the right choice."
378,4,"  I took it around 24k. its awesome purchase at this prize range but if u wanna buy this product please take prime lense along with kit lense, then only it ill be useful...."
379,5,  200/100 of photos quality
380,5,  Buy it.
381,5,"  This camera is awesome for this proce range. picture quality very nice , Mainly Video Quality is very nice."
382,1,  It only contains camera and lens.. it doesn’t have a bag and memory card as was promised.. not buying from this seller is highly recommended
383,4,  This product very good for beginners....But camera night  performance  very poor.... But out standing product......
384,5,  Very good DSLR for beginners. Good picture quality and easy to use.
385,5,  As a beginner I love this DSLR. I've been using this camera for past 5 months.  Very impressive & elegant. I would recommend thus camera if u r in the market to buy a best quality DSLR in a low budget simply go for it.
386,2,  I think it was good but on my mind somebody was opend this box why means the original seal was not there at box original seal is there but cutting .
387,5,  Very good entry level SLR. WiFi is very useful.
388,4,  Good.I got it for 18990/-
389,3,  This camera is the basic Beginner camera. Nothing excites me about this camera yet but still I'm figuring out this camera.. Quality is normal like a good mobile camera so nothing cool..huh!!
390,5,  Must buy entry level dslr camera at this price point. Easy to use. Easily connet to mobile and edit pics.Built quality is fine.Memory card and cary bag is also of good quality
391,1,  Worst product
392,5,  I like very much.super quality
393,5,  As clearly we can say. For the price we pay. It is amazing. Great starter Camera
394,5,  Very good camera...In love with my camera...Amazon got its best to deliver it...I am very happy
395,5,  Beautiful ❤️😘😘
396,5,"  Awesome picture clarity,WiFi function has added colors owing an SLR was a dream."
397,5,  I like this camera because of lightweight and good quality  picture and oral is good for beginners
398,5,  Excellent product
399,4,  Very good product  but  battery  and  charger is not  good
400,5,  great camera
401,5,  All is good butAmazon  says 18 55 lens but lens not available i will  complain this amazon says  he cant help me chet me amazonCheeter amazon frod weist my money play me
402,5,"  Its my first DSLR , I m very happy with this, auto focus mode take easy photo without any complicationsimage stabilizer is also good over all 5 out of 5"
403,5,  Great product. Value for money.
404,5,"  Auto focus is crap. Otherwise it's a great camera, especially entry level and for beginners."
405,5,"  Wanted a decent camera within budget, though the 55-250 havenot been of any use at, if would have known this before could have save few thousands. but the camera and the basic lens is all a beginner wants. Should go for it."
406,5,  After one month use.i am writing a review.its amazing.picture quality is great.i got a one battery.battery backup also amazing.its very nice camera.and also great Amazon service.
407,4,"  Good camera for beginners,use manual focus which is better than autofocus on this... good image quality.."
408,4,  Canon 1500D is best suited for begginer and I received the product in the second day of my order.The price is affordable for the facility offered.It support auto focus and the lens can also be changed.It also support NFC and WIFI.
409,5,"  The camera has nice auto focus mode and amazing picture quality. However the lens 18-55 is basic, so I recommend if you buy this product, buy with 55-250mm lens too."
410,5,  Great DSLR camera for shot film. Easy to handle as well as light weight.
411,4,"  I bought this product at a price of 18.5k at this price its an Excellent product for the bigginers, and the quality of the picture is amaizing."
412,5,  Very good product. Good for beginners to learn. Bought it in rs 25990
413,5,"  Super picture quality offers price (19,990)"
414,5,  It's great camera for begginer. Image quality is also good. But I want to suggest you to purchase 50mm canon lens for best portrait photography.
415,4,"  It's an amazing product from cannon camere series,Useful for in-house, nature, functions, and spare time photography. Take high quality pics,Picture quality is ausom.👍🏻👍🏻"
416,5,"  For begginers this is one of the best camera all options are really handy and accessable, this could be easily changed with ISO, Appature and Shutter speed. Yes being a begginer I am too much confident on this 1500D and I just love it."
417,5,"  It's full value for the money.  I purchased it at Rs.  21,500. It is far better than mobile cameras and tiny digital cameras.  There is a vast difference in pics."
418,5,  The camera itself is awesome. I liked the interface for canon cameras. The only con i found was regarding the auto focus. It has got only 9 auto focus point but manual focusing can be easily done. Beginner just go for it.
419,5,  Camera is very good and easy to handle. It functions well. Good product at this price level. For beginners it has many functions n all works good.
420,1,  Product is not use full ....  And. Camera satar butan is not working...  Canon  for .....  Amazon.....
421,1,"  Don't order this product from Amazon the SD Card is not in box , I got the replacement product but agian this box the SD Card is missing."
422,4,  Canon Camera  super class..Just one less star for not giving me a 16Gb memory card as mentioned in the info
423,4,  Picture quality is good auto focus options are very cool
424,4,  It is the camera for biggner not for professional purpose
425,5,  Good for beginners.. great picture quality.. battery back up is good..
426,4,  Canon is brand you can blindly trust.Best Entry level Cropped Sensor Camera.
427,1,  Battery not charging .received defective battery.
428,3,  Price gud photo quality gud but mic port not available in dslr 2.5 mm mice Jack available but not working
429,4,  One of the best camera I have used. Autofocus us good with good cannon signature colors. Love it
430,4,  After a year it Stop charging.
431,5,"  Good auto focus and picture quality is excellent, go for it"
432,3,  best price...but not best camera
433,5,  The best camera for beginners. Easy to learn and use. Light weight which makes it easy to carry. Good battery backup. Worth buying 👍🏻
434,5,  original product you can get here with extra off
435,4,  Ok types product
436,4,  Got best deal in great Indian sale
437,5,  Good DSLR camera for beginners. Nice auto focus mode. Great picture quality....
438,4,  got a very decent deal on sale..1st DSLR overall satisfied experience
439,5,  Excellent picture clarity Really loved it
440,5,"  Loving it, happy i got it delivered earlier in one day, best for beginners and picture quality is great, with the wifi option we cam easily transfer the pics to our mobile or lap."
441,2,  Very disappointed by sellarBecause missing memory card in a box
442,5,  Best camera in this range I can say...
443,5,  Pic quality is good...Easy adoptive technology so it is great for the beginners...
444,4,  For beginners it's a good product around 20k.
445,5,  What more could I ask for 18000 Rs on Diwali offer. It made me a professional photographer
446,5,  Good for beginners vut if you can spend more go ahead. Colour reproduction is not that great.
447,4,"  Everything is going well, quality pictures with affordable cost, but one thing I am very much disappointed that I ordered it by my credit card in no cost EMI but it shows total payment due in my card for next month."
448,5,  AwesomeSome pic clicked by this cam with 18-55 mm lense...
449,5,  Just awesome this product doesn't need review its one of the best for beginners
450,5,  Good Product for begginers. Can rely completely
451,5,  Excellent camera......easy to use..... good for beginners.... picture quality is excellent
452,5,  To beginners Must buy
453,4,  All good except video quality not satisfied but overall very good
454,5,  Good product
455,5,"  Good for beginners, very good picture quality in night, moving object image is mind blowing, love my first digital camera,But price is little high otherwise best for beginners."
456,4,  The camera is good but the courier boy (ecom express) opened the top cover to see that this box is inside.
457,1,  Package is not good and camera bag also missing and canon stopped giving complimentary memory card this is worst marketing
458,5,  Good one for beginners like me..
459,5,  Amazing product for beginners... Good quality.. Easy to use
460,5,"  Everything was good Packageing, product. But I hav not received the USB data cable, and the warrenty details was not properly given in the warrenty card."
461,5,  Actually it is the best budget and entry level camera for beginners and ones with a low budget. I bought it for 23000 on the amazon great Indian festival. I recommend to buy this over 1300D
462,5,  For beginners it's best option .Photography is goodVideography is not so good.Overall good 👍
463,4,  I like package
464,2,  Picture clarity is ok but colour tone of a picture with any/every settings is worst than my smart phone.
465,5,  This camera helps really for the beginner's as I have experienced. If you want a good experience with camera you should definitely buy this....
466,5,  Very niceMust buyWorth for every rupee.
467,3,"  Good performance, good for beginners but pic quality not good compare to Sony."
468,5,  Good
469,5,  The best
470,4,"  Like most beginner-level DSLRs it performs poorly in low light – so don’t expect great night or dusk shots.The 18-55mm lens, despite all my reservations, is functional and the delivers reasonable photos."
471,5,  Good cam
472,5,  For beginner this camera is awesome. Thank you canon for giving DSLR in this price range.
473,5,  Nice DSLR camera it is easy to use its pictures quality is perfect.
474,2,  My battery is not working. It's blinking rapidly when I charge it. Pretty sure it's a defective piece. Please help me out
475,5,  I got it by 29000/- and its cheapest from any other seller.. I am very satisfied...
476,5,  Excellent product E1500d at a very good price. I trust the seller Appario Retail. They sell original products.
477,5,"  To this price, it is the best DSLR for Beginners. Everything is perfectly designed . U can go for it without any 2nd thought."
478,5,  Best
479,4,  This is my first camera and I just want you to check some clicks of this camera by me.I feel overall performance is good as expected.Without doubt go for it.
480,5,  Awesome Product .  Buy If you are Beginner.
481,5,  very good camera for beginners and also for professional
482,5,  Really loved how amazing the camera performs in everyday situation. Just truly awesome!!
483,5,  Good Camera for beginners and the picture quality is very good as compared to Canon 1200D and also Wifi option is too good to connect with smartphone.
484,4,  Value for money and prefect camera for beginners I recommend the seller
485,4,  Camera is good for beginners. picture quality is very clear. only auto focus is not good takes long time to focus
486,4,  I like it's design and prime features.  But I hae only faced the issue of taking pictures while video mode is on
487,5,  DSLR is nice for taking pics to beginners. Picture clarity is good. Auto focus is nice. We can use both EFS I&II lenses.
488,5,  Camera is in good quality and awesomeThanks to Amazon
489,4,"  This is my very first dslr as only this product fits my budget. Coming to the fetures. You will get every basic features you want to experiment on. Auto focus is good but not at night, work great with 70-200 mm lens"
490,3,  Continuous Video recording was not good after 10mins it’s tops automatically
491,4,  Amazing product. A dedicated video button is missing.
492,5,  Best camara on this price and it's best for biginners and picture quality was amazing and u can see pro camara features on this camara u can buy best value for money
493,4,  Good product. But liveview shooting required proper light measurement. In liveview photo capture is not easy.
494,5,  Nice
495,4,  1) Recording button is not convenient.2) Not good for low light images.
496,5,  Excellent ..bought in big billion offer. No complaints.
497,5,  It's great for beginners
498,3,  NO SD CARD PROVIDED How can you use it without the card
499,5,"  Product is awesome for the begineers. I had purchased only small lens, better to purchase big lens also,will be better if travel in hills area."
500,5,  Awesome product
501,3,"  Not a good product as per it's worth, picture quality I hate picture quality of this camera."
502,4,  Very happy with my decision
503,4,  Gud for beginners
504,5,  Thank you so much Amazon and canon for giving my dreams a ladder of hope 🙏 you guys worked hard in this situation also i am so happy today thank you so much guys ❤️🥳🥳🥳
505,1,  Plz do not buy is very  bad
506,5,  Very good camera with high resolution
507,4,  This is my first DSLRThe Picture Quality is AwesomeThe portrait are amazingBut in the video recording there is no auto focus
508,5,  This is really a good product for beginners specially. Picture quality is awesome...buy it if you want to start shoot
509,5,  My first DSLR and I am happy with this product.The best beginners level DSLR in the market
510,5,"  Supb camera in a mid. range,Excellent performance,All accessories are cool mate black colour & packing also good.Free earphone are super quality wire & sound...☆☆☆☆☆"
511,5,  Best product shipped from amazon ....you can really trust amazon as per packing and everything
512,4,  All are well cost is excellent but no additional mic may connect
513,5,  Awesome camera for beginners
514,5,  Good youtube videos are available for learning the features and operation of the camera. This is an excellent product from my point of view.
515,5,"  Easy to handle, quite good DSLR for beginners to learn photography, has most of the necessary functions."
516,5,  Amazing product.
517,5,  So happy 😊 😊 😊 😊
518,4,  Very nice product. Easy to use. Connectivity option with mobile is also awesome. Build quality is bit low than nikkon. Otherwise very nice
519,5,  I loved this camera. Best for first timers. Easy to learn and understand the basics of DSLRs
520,5,  So happy with amazon for such genuine deal....
521,4,  Nothing everything working well as specified..nice product
522,3,  I have not got cover and memory card with this camera .. please help me getting cover asap
523,4,  SUPER
524,4,  I liked this product because it's affordable and good for beginners.
525,1,  Worst products very poor quality of picture pictur mode not working also difficult to operate
526,3,  Camera is really good but I got this very costly.
527,5,  For beginners it's a master ..value for money.got in 17999/-
528,5,  this product is nice but sometimes AUTOFOCUS does not work
529,5,  Very nice I really love it thank you so much Amazon price is very low I really like price also love you Amazon
530,5,  Good as expected
531,5,  Nice picture quality but good in low light....
532,5,  Love it!
533,4,  Auto Focus is Percentile Per as usual just Things Beginners is awesome Camera I Loved It Awesome Picture QualityI Liked The Amazon Services
534,5,  Nice
535,5,  Good camera for beginners
536,5,"  It's good camera for beginners and gives better in outdoor photography than nikon . I had this from 2 months and i used it many times for natural , street & occasional photography . It is best to buy."
537,5,  Beautiful Quality of PicturesEasy to Transfer Pictures from Camera to PhoneMultiple features are available and easy to use camera
538,5,  Good
539,4,  Good One
540,5,  Incredible pic quality in this price range.
541,1,  After bought we just gifted to someone but they opened today and said missing charging case.. it's too embarrassed about that Heard 😪
542,5,  Best Dslr
543,5,  Best camera for beginners
544,4,  Awsm product
545,4,  good product our youtube channel Raja singh vlog. we upload daily vlog shoot by cannon 1500d you can check the quality was superb
546,5,"  Very good product, focus and quality of product is very good."
547,4,  Good for beginners
548,4,  Bag and memory card is missing
549,5,  Loved this product ...great pictures
550,5,  Loved it. Cheap price good product
551,5,  Auto focus is little slow but for this price okk product
552,5,  Good
553,1,  High price than flipkart
554,5,  Quality of pictures is average
555,5,  Superb
556,5,"  Very good quality photos getting from 24px ,very good easy to handle vifi is advantage."
557,4,  Good for beginners and low price range camera..Picture quality is good.
558,3,  Good
559,5,  Photos look awesome once you know how to use a professional camera.
560,5,  Very good
561,5,  Nice
562,5,  Very nice dslr at a decent price.
563,5,  Best in class.
564,1,  Picture quality is just like a normal camera which you get @ 10k range.Pretty unsatisfactory.
565,5,  Bought the camera and zoom lens for 33.5k during sale. Great features and easy to use for amateurs 😊 zoom lens works like magic.great buy 😊
566,4,  I git this at 18000 on offer price 🤩
567,4,  Feels heavy.Moderate quality with default lense
568,5,"  This camera comes with a very good 18 55 lens.  Very good picture quality.  The zooming is also very good.  Very good according to the budget.  So I ordered from Amazon, I am very happy thank you."
569,5,  Ideal for beginners. Picture quality is good. Wifi sharing is available. Auto focus and photography in low light area is not upto the mark.
570,5,  Crisp and clear pictureEsy to useValue for moneyGood battery backupWell deleverdThanks Amazon and seller
571,5,  Good
572,5,  Super great experience 😊
573,5,  Good Product Must buy this !
574,5,  Good for close photos..
575,5,
576,5,  Good product
577,5,  The best entry level DSLR cheapest on amazon
578,4,  Good Cam for starter not that super magnificent pics but decent enough for a normal familyOK might not be sufficient for monkeys with DSLr
579,5,  This is my first DSLR camera and after 1weeks use I can clearly say this is the best camera for beginners in this price range. If you are biginner go for it.
580,5,  Great product
581,5,"  Great camera. Perfect product for young photographer..... Useful nature, functions,"
582,5,  Very Good DSLR Camera For All And AF Is really good
583,4,  For Such high range cameras require training how to operate otherwise new people will not purchase it online or it will get damaged while improper handling
584,4,  Some times hanging
585,4,  A good camera for the beginners. Pictures will tell its own story.
586,4,  The photo quality was well and amazing only in videos the autofocus was not proper focusing that i don't likeBut its great for the photo
587,5,  damn!!! awsome camera
588,5,  Good camera....but you must buy more lenses....for crisp and clear image and good knowledge of photography
589,5,  Good_Quality
590,5,  Best cameras in this range❤️ beginners just go for it👌
591,1,"  I think Appario Retail Private Ltd had sent me a used lens, the images are so blurry."
592,5,  Nice
593,5,  Nice buy
594,5,  Good cam for beginners
595,1,  Poor quality product
596,5,  Nice
597,5,  The best camera for the beginners.The picture quality is awesome.The auto focus is excellent.Totally this camera is worth to this price.
598,5,  Nice product...
599,5,  Nice
600,5,  Just buy it... If you have more money... Buy this with 2 lenses... Very good DSLR under the price bracket... 🎉🙂👍👍
601,3,
602,5,  Really superb n value for money thanks amazon
603,5,  Entry level dslr with average performance.
604,4,  Best camera for beginner. Used only for 2 days and satisfied with overall performance.
605,4,  Best camera for beginners
606,5,  Value for money by
607,5,  Its perfect for beginners and even for semi profs... Amazing pics and very easy to handle.
608,5,  It's basically for the beginnersOverall excellent shots dynamic range and buit quality
609,5,  LikesBuild QualityPicture Quality in Day lightWiFi EnabledDislikesBattery
610,5,  Excellent camera but the carry bag is not good
611,5,  Best to handle and use
612,5,"  Bought it for 20K during Amazon prime day sale. Good product for beginners, can click some amazing pictures with 10 inbuilt modes which will adjust the settings automatically."
613,4,  It's good camera for beginners but only issue with battery in one time charge we can took 500 snaps when compared to nikon 1500 snaps
614,5,  Perfect camera for starters... I love this and suggest to all staarters
615,4,  For beginners users it's a good choice
616,5,  Good
617,4,  We bared that much amount on this atleast Memory card is not provided
618,4,  Happy with my purchase.
619,5,  It's good camera for personal and professional usage. Battery life is good and awesome picture quality. I like it
620,4,  Perfect for Beginners
621,5,  It is a valued product & perfect for the beginner.
622,5,  So for so good
623,5,  Superb quality 💓💓
624,5,"  It is awesome man, the camera is excellently working in all condition even the image quqlity is outstanding, this better than the 1300D and also affordable for beginners"
625,5,  Very good camera it is very useful for the beginners value of money thankyou Amazon
626,5,  Canon is always best
627,5,  Best product for a beginner...got this at a discounted rate
628,4,  my first dslr... With 50mm lens it just amazingYou can check my profile on instagram @shutter_expo
629,5,  Good photo quality
630,5,  Good for beginners
631,5,  Wonderful product and superb amazon delivery 💎💎💎💎💎
632,5,  If you need must buy this
633,5,  Every thing as perfect as shown ...and for beginners its really good ..l love it 😊
634,5,  Good camera for beginners to learn photography
635,4,  Good for beginners. Not for vlogging. for Photos its a good camera
636,5,  Awesome
637,5,  My first cameraNice productNice DilheveryValue of moneyGo for it5 starsPicture quality is very good😘😘
638,5,                    The media could not be loaded.                   Good
639,5,  Got it on Prime days sale - very happy so far. Nice product
640,1,  Earphon is missing
641,4,  Why I am giving 4star meansThe bag is not sufficient...It's so conjusted .. I bought it for only 26753 rs  Good product
642,5,"  It is Very Nice 👍 Camera.Shmoot Shoot,Eisy Learning, Best video quality.Thanks for Amazon.Love ❤️ you"
643,5,  One of the best SLR for beginners...I love this camera...
644,3,  Good
645,1,"  Canon 1500d camera battery and memory card, camera bag missing...! dslr body is very old model..product is very worst😪"
646,5,"  Product is in good condition. Best for beginners. Overall, liked the product."
647,5,  Nice camera
648,5,"  Nice product, this price is best product & thanks for Amazon"
649,5,  User friendly
650,5,  Best for beginners. easy to use.genuine product by Amazon.
651,5,  Good
652,4,"  Nice camera for beginers,nice picture quality and fair battery life....also canon camera ,so easy to use....happy...."
653,5,  I recommend it for beginners only. There are less options which you can easily undestand.The best option would be body plus 50 mm prime .
654,5,  Best DSLR for begginers.It will give more quality if you use more advanced lens with this camera.The price is also very good.
655,2,                    The media could not be loaded.                   Memory card and bag not received
656,4,  I asked to gift wrap this item na..But delivered without giftwrap.
657,5,  Excellent image quality
658,5,"  Good Product , best for photography...Buy a zoom lens for More ExperienceGood for Beginners"
659,5,"  Too good this price, specially for beginners"
660,1,  Bad quality of picture image
661,5,  Good
662,3,  Good
663,1,  Product Id provided in the invoice is invalid.
664,5,  Beginners it's best camera
665,1,  No have 16 gp SD card. Why like this with out memory card i put and hold in show case uh?
666,5,"  Happy to buy this and then use it,  great quality pictures"
667,4,  Previously it was informed that it supports external mic. But it do not. That's why i give one star less.
668,5,  Using with canon 50 mm prime lens. a good starting camera for beginnera
669,5,  Wooowww
670,3,  Its just ok
671,5,  Superb
672,5,  ---
673,5,  Good product for beginners.
674,4,  Good
675,4,  Its good
676,5,  Super product
677,4,  Picture quality is not so good but its good
678,5,  Awesome camera at a very good price. Good value for money.
679,4,  this is best entry level dslr from canon. great for beginners.
680,5,  It’s an excellent buy and easy to use. Lot more to learn in dslr photography. Great product
681,5,  Best camera but
682,4,"  Good value for money, in fact a steal at the price. Sufficient for beginners. But the built in flash is a bit irritating."
683,5,"  Awesome, product"
684,4,  Overall a good product for beginners..
685,5,  Awesome Camera for everyon....what a quality of both video and Photo...I loved this camera...Thankyou amazon for this..
686,5,"  I must say this is one of the best cameras in entry level segment, picture quality is superior in this range.Exploring the new world now. 📸"
687,5,  you can be a good photographer of you know to read the options in the instrument.. superb product
688,4,  Little heavy
689,5,  Excellent
690,4,  Easy to use and good picture quality
691,5,  The product is great for beginners like me..
692,5,  Picture quality great... delivered before 1 day.... best for beginners.... Happy With The Product
693,5,  Over all good
694,5,  Very nice packing with safety.. product is no damage.. Superb from seller through amazon
695,5,  Good one for beginners
696,5,  Good camera
697,5,  Best for beginners.
698,5,  This is so much good for beginers and medium so much clarity 1080 standard is coming
699,4,  Excellent Camera.. Good packaging by amazon But I got damaged Canon bag ..never faced any such issues with Amazon..
700,5,  Good
701,1,  Good quality but it has time limiter which stops the video automatically at 12 minutes. So it is a hard draw back.
702,5,  For beginners best budget dslr
703,5,  😍😍😍😍😍
704,5,  Excellent product
705,4,  Good..
706,5,  Picture Quality awesome….
707,4,  Good
708,5,  Best
709,5,  Pics Nice qualityFocus excellent
710,5,"  I really like this camera, every thing  is perfect"
711,1,  Picture quality is not good
712,5,  Best for beginners and photography 👌👌👌❤️
713,5,  Nice camera with perfect picture quality. Got delivery in one day😊
714,2,  good
715,5,  Best DSLR for beginners
716,4,  Stepping into photography it is great and where i am learning lot lot
717,5,  Nice one ☝
718,4,"  My first DSLR, thanks Amazon. Very lighy weight and good camera."
719,5,  Amazing picture quality
720,5,  My first DSLR..arrived today. Photos look nice. Good connectivity with mobile via wifi. Light weight.
721,5,  Picture quality so so hai but over all it is good
722,4,  Good for beginners
723,4,"  It's an ok ok camera, I am satisfied"
724,4,  Happy to have it
725,1,  GOOD FOR BEGINNERS
726,5,  Easy to use for beginners. Good quality.
727,5,  It is a good basic camera.... and good for freshers....
728,5,  Good and nice for beginners
